,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,cleaned_text,predicted_sentiment,sentiment_score,predicted_rating,true_sentiment
4720,Victoria D.,5,Great little micro sd card!  The 64 GB of storage is awesome.  Very dependable brand.  I have this brand  for other devices and always works like a charm!,03-11-2014,35,0,0,0,0,0.0,0.0,great little micro sd card ! 64 gb storage awesome . dependable brand . brand devices always works like charm !,POSITIVE,0.8851357102394104,5,POSITIVE
2873,Lori Hockin,5,Great Micro SD access is quick and it works awesome for my phone. The price is also a plus. I would definitely recommend this product.,13-12-2013,360,0,0,0,0,0.0,0.0,great micro sd access quick works awesome phone . price also plus . would definitely recommend product .,POSITIVE,0.8232005834579468,5,POSITIVE
3902,Robert payne,5,"Bought this for my Epic 4g touch, great card and great price. I store tons of pictures and music on it and still have plenty room.",28-05-2013,559,0,0,0,0,0.0,0.0,"bought epic 4g touch , great card great price . store tons pictures music still plenty room .",POSITIVE,0.8539642095565796,5,POSITIVE
1010,Cody,5,Purchased this along with the Nifty Minidrive for use as my Time Machine backup my Macbook Air 13&#34;. Perfect expansion!,07-04-2014,245,0,0,0,0,0.0,0.0,purchased along nifty minidrive use time machine backup macbook air 1334. perfect expansion !,POSITIVE,0.9066538214683533,5,POSITIVE
3991,Russell J. Pendred,5,I have several of these memory cards for our Canon DSL and it works perfectly - it is a must for the serious photographer who will take thousands of photos on a trip - fast / reliable /great product,30-06-2014,161,0,0,0,0,0.0,0.0,several memory cards canon dsl works perfectly must serious photographer take thousands photos trip fast reliable great product,POSITIVE,0.8279582262039185,5,POSITIVE
800,Byron Foster,5,"Love this micro sd card, but love the fact that I was able to buy it at such a great price!",20-05-2014,202,0,0,0,0,0.0,0.0,"love micro sd card , love fact able buy great price !",POSITIVE,0.8628498315811157,5,POSITIVE
1244,David Trawick,5,Great price for the product. Class 10....good name brand. Way cheaper than at the wireless atore. With lifetime warranty. Too.,15-05-2014,207,0,0,0,0,0.0,0.0,great price product . class 10 .... good name brand . way cheaper wireless atore . lifetime warranty . .,POSITIVE,0.9105405807495117,5,POSITIVE
2120,"James H. Haight ""happy iMac user""",5,I am always perfectly satisfied with SanDisk products; they are extremely reliable and suit my purposes perfectly.  This particular memory card is no exception.,12-09-2012,817,0,2,2,-2,0.0,0.0,always perfectly satisfied sandisk products extremely reliable suit purposes perfectly . particular memory card exception .,POSITIVE,0.8521219491958618,5,POSITIVE
4567,"T. Mayer ""Linda""",5,"SanDisk is one of the top brands for removable memory. As expected, this worked right out of the package. I use it with my GPS.",07-07-2013,519,0,0,0,0,0.0,0.0,"sandisk one top brands removable memory . expected , worked right package . use gps .",POSITIVE,0.8276373147964478,5,POSITIVE
803,C A,5,"32 GB Micro SD chip. If this is the size and memory amount you desire, this memory card has never failed or had errors on me. 5 stars for that and being the cheapest I could get at the time.",05-08-2014,125,0,0,0,0,0.0,0.0,"32 gb micro sd chip . size memory amount desire , memory card never failed errors . 5 stars cheapest could get time .",POSITIVE,0.9105185866355896,5,POSITIVE
2870,lone wolf,5,You just can't beat actual SanDisk quality - DON&#34;T GO FOR THE COUNTERFITS !!This memory Rocks and has worked fantastic for me.Great Purchase !,02-09-2014,97,0,0,0,0,0.0,0.0,cant beat actual sandisk quality don34t go counterfits ! ! memory rocks worked fantastic me.great purchase !,POSITIVE,0.8076072335243225,5,POSITIVE
4254,"Solera2000 ""Solera2000""",5,"I bought this memory for my Microsoft Surface RT. It works great and it is super fast. I am storing movies, music and pictures. Great!",12-06-2012,909,0,0,0,0,0.0,0.0,"bought memory microsoft surface rt . works great super fast . storing movies , music pictures . great !",POSITIVE,0.8914636373519897,5,POSITIVE
2551,Juan Mendes,4,"I still think i have sometimes problem reading with the memory, but i can't prove it, still works, never had an error by reading or writing, so 4 stars for you!",05-12-2013,368,0,0,0,0,0.0,0.0,"still think sometimes problem reading memory , cant prove , still works , never error reading writing , 4 stars !",POSITIVE,0.978717029094696,4,POSITIVE
3806,"R. Guevara Galvan ""Roniux""",5,"Great speed, great capacity, great price, and fits great in my HTC Evo Design 4G Android phone. I recomend it.",27-02-2013,649,1,0,1,1,1.0,0.206549314,"great speed , great capacity , great price , fits great htc evo design 4g android phone . recomend .",POSITIVE,0.8931369781494141,5,POSITIVE
1000,C-LoS,5,Great price! works flawless with my note 3. I love it!!! So glad I purchased this memory card. A must have to expand your memory on your phone.,12-12-2013,361,0,0,0,0,0.0,0.0,great price ! works flawless note 3. love ! ! ! glad purchased memory card . must expand memory phone .,POSITIVE,0.9342081546783447,5,POSITIVE
1539,Elchis,5,I love this product.  The space is perfect for my device and it runs really fast.  I thought it came at a great price too.  I highly recommend this product!,28-07-2013,498,0,0,0,0,0.0,0.0,love product . space perfect device runs really fast . thought came great price . highly recommend product !,POSITIVE,0.9312929511070251,5,POSITIVE
1679,Frank Hagan,5,"Class 10 SD cards are certified for certain high demanding applications like cameras. We use a pair of these in our HTC One cell phones, and have had fantastic luck with them.",29-05-2013,558,0,0,0,0,0.0,0.0,"class 10 sd cards certified certain high demanding applications like cameras . use pair htc one cell phones , fantastic luck .",POSITIVE,0.8884334564208984,5,POSITIVE
2867,Logogogue,5,SanDisk makes no nonsense great memory. Works perfectly on my S4 and couldn't be happier. I recommend this for sure.,27-03-2014,256,0,0,0,0,0.0,0.0,sandisk makes nonsense great memory . works perfectly s4 couldnt happier . recommend sure .,POSITIVE,0.8478250503540039,5,POSITIVE
2225,jeanjaguar,5,I bought this for my new Gopro3 black. It works wonderfully! I totally recommend it if you're looking for some high quality and speed,21-03-2013,627,0,0,0,0,0.0,0.0,bought new gopro3 black . works wonderfully ! totally recommend youre looking high quality speed,POSITIVE,0.9384816884994507,5,POSITIVE
3402,Neil,5,"Great microsdhc card,  use it on my phone for extra storage.  I have used this brand in the past and it works great.  Never a problem with ScanDisk.",13-12-2012,725,0,0,0,0,0.0,0.0,"great microsdhc card , use phone extra storage . used brand past works great . never problem scandisk .",POSITIVE,0.8196370601654053,5,POSITIVE
4810,William Hall,5,Great price for a great card. This is a genuine fast SanDisk brand card. It has worked flawlessly in my Sony DSC-TX200V. Pictures transfer to my computer very fast with a USB 3.0 card reader.,15-01-2013,692,0,0,0,0,0.0,0.0,great price great card . genuine fast sandisk brand card . worked flawlessly sony dsctx200v . pictures transfer computer fast usb 3.0 card reader .,POSITIVE,0.8484832644462585,5,POSITIVE
3834,Richc,5,This is great. It gives me a lot of extra storage space for my phone. It just worked out of the box. Perfect.,01-07-2014,160,0,0,0,0,0.0,0.0,great . gives lot extra storage space phone . worked box . perfect .,POSITIVE,0.8404526114463806,5,POSITIVE
3423,Nicholas,5,the microSD card works wonderfully with my galaxy tab3 and gives me a great deal of extra storage for my media on the tablet,21-04-2014,231,0,0,0,0,0.0,0.0,microsd card works wonderfully galaxy tab3 gives great deal extra storage media tablet,POSITIVE,0.8596722483634949,5,POSITIVE
4266,South Beach Lawyer,5,"An excellent microSD card from SanDisk.  I purchased this to format FAT32 for use with mySamsung Galaxy Tab 3 (7-Inch, White)and, once so formatted, works flawlessly.  It never has ""unmounted"" on its own, it's lightning fast, it's reliable and offers plenty of storage.  Reasonably priced as well.  In fact, I purchased this on sale at my local big-box ""blue"" retailer with the yellow price tag for a logo for $27.99.",04-10-2014,65,0,0,0,0,0.0,0.0,"excellent microsd card sandisk . purchased format fat32 use mysamsung galaxy tab 3 7inch , whiteand , formatted , works flawlessly . never unmounted , lightning fast , reliable offers plenty storage . reasonably priced well . fact , purchased sale local bigbox blue retailer yellow price tag logo 27.99 .",POSITIVE,0.8485038876533508,5,POSITIVE
3162,Michael J. Gelinas,5,"This SanDisk Ultra 64 GB microSDXC Class 10 micro SD card can storage an enormous among of data. And with the class 10 reliability and speed, it's a great buy.",13-12-2013,360,0,0,0,0,0.0,0.0,"sandisk ultra 64 gb microsdxc class 10 micro sd card storage enormous among data . class 10 reliability speed , great buy .",POSITIVE,0.9058021306991577,5,POSITIVE
1073,C. Sanchez,5,I used it with my Samsung S4 and it works great. I bring a lot of music and movies with me when I travel and it is great that I don't have to bring an entire hard drive or extra memory cards that can be misplaced. Totally worth the money.,13-08-2013,482,1,0,1,1,1.0,0.206549314,used samsung s4 works great . bring lot music movies travel great dont bring entire hard drive extra memory cards misplaced . totally worth money .,POSITIVE,0.8499675989151001,5,POSITIVE
3748,RayH,5,Purchased these to use in Contour Roam cameras. Records quality videos and downloads fast.  Highly recommend these cards for your micro SD card devices.,01-11-2013,402,1,0,1,1,1.0,0.206549314,purchased use contour roam cameras . records quality videos downloads fast . highly recommend cards micro sd card devices .,POSITIVE,0.8025407195091248,5,POSITIVE
1954,hectorvnzla,5,"SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card one of the best memory card I bought, how quickly and read the data back is amazing",21-11-2013,382,0,0,0,0,0.0,0.0,"sandisk ultra 32 gb microsdhc c10uhs1 memory card one best memory card bought , quickly read data back amazing",POSITIVE,0.9176455140113831,5,POSITIVE
3017,Mary R. Randolph,5,"great and holds more than anticipated, just love it.  My granddaughter loves it because she can put all of her music on it",02-04-2013,615,0,0,0,0,0.0,0.0,"great holds anticipated , love . granddaughter loves put music",POSITIVE,0.820010244846344,5,POSITIVE
464,Armando,5,"Perfect card, all you need to keep all the action in this 64gb. I acquired this card for a GoPro camera and fits perfectly, its all you need to capture all the action when you need it.",10-03-2013,638,0,0,0,0,0.0,0.0,"perfect card , need keep action 64gb . acquired card gopro camera fits perfectly , need capture action need .",POSITIVE,0.8503114581108093,5,POSITIVE
1888,GTard,5,Great write speed and lots of space! I bought this for my Galaxy S3 and formatted to Fat32 and it works great!,19-03-2013,629,0,0,0,0,0.0,0.0,great write speed lots space ! bought galaxy s3 formatted fat32 works great !,POSITIVE,0.8194743990898132,5,POSITIVE
1135,daniel,5,"This card is great. It's really fast compared to common cards even from Sandisk, Kingston, etc.If you need to copy files to your card in the shortest time, then this is the right one.It&#8217;s reliable, never missed a photo or music file.5 stars well deserved.",10-04-2013,607,0,0,0,0,0.0,0.0,"card great . really fast compared common cards even sandisk , kingston , etc.if need copy files card shortest time , right one.it8217s reliable , never missed photo music file.5 stars well deserved .",POSITIVE,0.9649515151977539,5,POSITIVE
4426,"T.Chance ""Travis Chance Photography""",5,Use with my GoPro Hero 3 & class 10 is a must.  These are inexpensive & simply get the job done!  I own 3 & am considering purchasing 1 or 2 more....,29-03-2013,619,0,0,0,0,0.0,0.0,use gopro hero 3 class 10 must . inexpensive simply get job done ! 3 considering purchasing 1 2 ....,POSITIVE,0.8995872735977173,5,POSITIVE
3216,MikeL,5,Great brand and excellent price. I purchased this for my Lenovo IdeaTab A2109 tablet. The adapter comes in handy when I need to use for a standard SD slot.,16-03-2013,632,0,0,0,0,0.0,0.0,great brand excellent price . purchased lenovo ideatab a2109 tablet . adapter comes handy need use standard sd slot .,POSITIVE,0.8514329791069031,5,POSITIVE
3605,peter Metcalf,5,perfect,07-02-2014,304,0,0,0,0,0.0,0.0,perfect,POSITIVE,0.8318259716033936,5,POSITIVE
4621,Tooncesmom,5,I bought this micro card to use in a security camera for continuous recording. It works perfectly and is the ideal size for all night surveillance. The San Disk name offers confidence in quality.,12-12-2013,361,0,0,0,0,0.0,0.0,bought micro card use security camera continuous recording . works perfectly ideal size night surveillance . san disk name offers confidence quality .,POSITIVE,0.8785848021507263,5,POSITIVE
3228,MilitaryMan,5,This works much better than any sd card I had in the past (I have class 4 off brand cards) and it is perfect for the tablet that I bought it for.,21-04-2013,596,0,0,0,0,0.0,0.0,works much better sd card past class 4 brand cards perfect tablet bought .,POSITIVE,0.8773258328437805,5,POSITIVE
3867,R. Michael Oguin,5,"I used mine to download MP3's on my phone in order to not run up streaming charges and it's excellent for the purpose, or for any other extra storage needs.  It fits my Galaxy S4 perfectly, was very easy to install, and seems to be working seamlessly.  I highly recommend it.",21-01-2014,321,0,0,0,0,0.0,0.0,"used mine download mp3s phone order run streaming charges excellent purpose , extra storage needs . fits galaxy s4 perfectly , easy install , seems working seamlessly . highly recommend .",POSITIVE,0.919847309589386,5,POSITIVE
3265,"M. Metras ""metras3""",5,"My first computer had 64k of RAM.I just put this in my GoPro Hero camera. It has 1,000,000 time more memory. It is great and it works great too.I just initialized it in the the GoPro and I'm saving pictures.Fantastic",19-01-2014,323,0,0,0,0,0.0,0.0,"first computer 64k ram.i put gopro hero camera . 1,000,000 time memory . great works great too.i initialized gopro im saving pictures.fantastic",POSITIVE,0.9504321217536926,5,POSITIVE
2554,Juan R. Rosario,5,This product has excellent quality! No problems so far. Fast reading and data transferring. I love it! Taking pictures like crazy without any worries. Reliable product indeed.,01-02-2014,310,0,0,0,0,0.0,0.0,product excellent quality ! problems far . fast reading data transferring . love ! taking pictures like crazy without worries . reliable product indeed .,POSITIVE,0.871125340461731,5,POSITIVE
3974,"R. Sanchez ""Digital312""",5,"Couldn't ask for more!  The biggest Micro SD Card for the most awesome phone the Galaxy S3!  Put tons of my music library on the card, full length movies, and have crazy space available.  I love having space to spare and not have to worry about every running out.Highly recommended!  Don't buy this from AT&T; they are asking 130 dollars for the exact same card!",09-01-2012,1064,0,0,0,0,0.0,0.0,"couldnt ask ! biggest micro sd card awesome phone galaxy s3 ! put tons music library card , full length movies , crazy space available . love space spare worry every running out.highly recommended ! dont buy att asking 130 dollars exact card !",POSITIVE,0.9556427597999573,5,POSITIVE
3717,Raliegh,5,Everyone should buy this product who likes to record with their dslr.. Works great with my canon dslr.. Great product..,25-06-2014,166,0,0,0,0,0.0,0.0,everyone buy product likes record dslr .. works great canon dslr .. great product ..,POSITIVE,0.8433802127838135,5,POSITIVE
3384,Nathan Venturini,5,"Got it for my Samsung S5. Super tiny so don't drop it or let your pet eat it.Great price, works, shipped safely.",24-06-2014,167,0,0,0,0,0.0,0.0,"got samsung s5 . super tiny dont drop let pet eat it.great price , works , shipped safely .",POSITIVE,0.8238962888717651,5,POSITIVE
877,C. Dan,5,"Excellent, quality item.",07-05-2014,215,0,0,0,0,0.0,0.0,"excellent , quality item .",POSITIVE,0.8901441693305969,5,POSITIVE
1525,E.Gutierrez,5,It's amazing to have a 128gb micro sd. Works with my Samsung Note2. I am using it on my YOGA 2 Pro with modified nifty minidrive,19-03-2014,264,1,0,1,1,1.0,0.206549314,amazing 128gb micro sd . works samsung note2 . using yoga 2 pro modified nifty minidrive,POSITIVE,0.8840482234954834,5,POSITIVE
3409,NeoEngineer,5,"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",12-09-2013,452,0,0,0,0,0.0,0.0,"great product , great price , great quality ! ive purchased 6 far family friends.the thing better would 128gb model ! wished laptops came micro sd slots !",POSITIVE,0.835089385509491,5,POSITIVE
3708,Rafael Nazar,5,"It's a great brand, works perfectly, I use it for my android phone and now i got tons of extra storage.",01-06-2014,190,0,0,0,0,0.0,0.0,"great brand , works perfectly , use android phone got tons extra storage .",POSITIVE,0.9409528970718384,5,POSITIVE
3614,Philip,5,This product is perfect for what I needed it for. Providing a ton of memory in my Samsung Note 10.1 in a small package.,29-06-2013,527,0,0,0,0,0.0,0.0,product perfect needed . providing ton memory samsung note 10.1 small package .,POSITIVE,0.8053420782089233,5,POSITIVE
3289,MONTYHADES,5,"awesome little sd card, my phone is 32GB but I still wanted more for music and videos and this totally works great, as soon as I put it on my phone read it and also it is fast.. I am happy with my purchase..",05-01-2014,337,1,0,1,1,1.0,0.206549314,"awesome little sd card , phone 32gb still wanted music videos totally works great , soon put phone read also fast .. happy purchase ..",POSITIVE,0.8575158715248108,5,POSITIVE
2784,Larry Roberts,5,Picked up a Note 3 and added this card for an extra 32GB. Scandisk is top of the line and never gives me any issues when I use their cards. Highly recommended.,01-09-2014,98,0,0,0,0,0.0,0.0,picked note 3 added card extra 32gb . scandisk top line never gives issues use cards . highly recommended .,POSITIVE,0.8896840214729309,5,POSITIVE
1295,delbert,5,"purchased in Florida so the price was just fab, the card is excellent and very fast with my Gopro hero 3 and an absolute must",09-04-2013,608,0,0,0,0,0.0,0.0,"purchased florida price fab , card excellent fast gopro hero 3 absolute must",POSITIVE,0.9202448725700378,5,POSITIVE
3907,"Robert S. Cope ""Bob""",5,"Just as advertised this microSDHC card works perfectly with our new smart phones, allowing LOTS of apps!  Highly recommended!TRY it, you'll like it!",30-12-2013,343,0,0,0,0,0.0,0.0,"advertised microsdhc card works perfectly new smart phones , allowing lots apps ! highly recommended ! try , youll like !",POSITIVE,0.9015334248542786,5,POSITIVE
2054,Indowarrior,5,This sd card is great for my note 3. worked perfectly for almost half a year. I would recommend it to everyone.,21-04-2014,231,0,0,0,0,0.0,0.0,sd card great note 3. worked perfectly almost half year . would recommend everyone .,POSITIVE,0.8816277980804443,5,POSITIVE
2677,Kevin Speidel,5,This is the third sd card I've bought. All have performed outstanding. Great for use in my cellphone and tablet.I definitely recommend this card.,18-02-2014,293,0,0,0,0,0.0,0.0,third sd card ive bought . performed outstanding . great use cellphone tablet.i definitely recommend card .,POSITIVE,0.9222004413604736,5,POSITIVE
3782,Rene R. Leblanc,5,This card works perfectly in my Black Box Original Quality G1W dash camera.,07-02-2014,304,1,0,1,1,1.0,0.206549314,card works perfectly black box original quality g1w dash camera .,POSITIVE,0.8697792887687683,5,POSITIVE
1423,Doug,5,"Works, works perfectly, super cheap... what's not to love?  There are tons of choices and this really does very well at transfer speeds and doubles (or more) your portable space.  Couldn't be happier.",27-10-2013,407,0,0,0,0,0.0,0.0,"works , works perfectly , super cheap ... whats love ? tons choices really well transfer speeds doubles portable space . couldnt happier .",POSITIVE,0.8028755784034729,5,POSITIVE
2817,Leo A. Agustin,5,"The moment I got this, I just plugged it into my SGS3 cellphone. I transferred some videos from my cellphone memory directly to the SanDisk Ultra, and it copied real fast. I plan to replace this soon with a higher capacity 32GB variant. Highly recommended brand.",21-07-2013,505,0,0,0,0,0.0,0.0,"moment got , plugged sgs3 cellphone . transferred videos cellphone memory directly sandisk ultra , copied real fast . plan replace soon higher capacity 32gb variant . highly recommended brand .",POSITIVE,0.8817684650421143,5,POSITIVE
1186,"Dave ""Dave""",5,"Bought for GoPro Hero3.  Slips in, works great, keeps up with camera.  Awesome and cheap. Great for smartphones as well!",16-01-2013,691,0,0,0,0,0.0,0.0,"bought gopro hero3 . slips , works great , keeps camera . awesome cheap . great smartphones well !",POSITIVE,0.9129874110221863,5,POSITIVE
1613,"E. Tavano ""elpfan""",5,Works very well in my smartphone. Great speed. Highly recommended. I use it successfully in my Samsung Galaxy SII phone.,26-06-2013,530,0,0,0,0,0.0,0.0,works well smartphone . great speed . highly recommended . use successfully samsung galaxy sii phone .,POSITIVE,0.8896251320838928,5,POSITIVE
3793,Rev. Anderson,5,"Buying two of the 32GB cards is even cheaper than buying one 64GB, too. It's a really is a solid value.",17-10-2013,417,0,0,0,0,0.0,0.0,"buying two 32gb cards even cheaper buying one 64gb , . really solid value .",POSITIVE,0.8527497053146362,5,POSITIVE
2286,"J. Foster ""labor guy""",5,This is the second one I have purchased from Amazon and I have had great service from the first one I bought 6 months ago.  It is fast and fits perfectly in MS Surface computers.,19-06-2014,172,0,0,0,0,0.0,0.0,second one purchased amazon great service first one bought 6 months ago . fast fits perfectly ms surface computers .,POSITIVE,0.9187922477722168,5,POSITIVE
2038,Ian Pimentel,5,"Works great and faster than a conventional memory card. videos, pictures and access run smoother. highly recomnended for those who are in need of great space.",14-03-2014,269,0,0,0,0,0.0,0.0,"works great faster conventional memory card . videos , pictures access run smoother . highly recomnended need great space .",POSITIVE,0.8357394933700562,5,POSITIVE
898,C. Hallowell,5,"When I needed more VIDEO capacity for my Canon camera, the Sandisk 32 GB Micro Card (with included Adapter) was EXACTLY the right tool for the job !!I've had several SanDisk Memory Cards in the past, with never a glitch of any kind.Highly recommended !",23-03-2013,625,1,0,1,1,1.0,0.206549314,"needed video capacity canon camera , sandisk 32 gb micro card included adapter exactly right tool job ! ! ive several sandisk memory cards past , never glitch kind.highly recommended !",POSITIVE,0.84065181016922,5,POSITIVE
971,Christopher Sulit II,5,True to its name! Sandisk is the best! I am only using this for my smartphone so I guess it's overkill! Many said this type of micro SD card is meant for DSLR's. I'm going for quality and something that would last a long time. That's why I went for this. Highly recommended!,16-10-2013,418,0,0,0,0,0.0,0.0,true name ! sandisk best ! using smartphone guess overkill ! many said type micro sd card meant dslrs . im going quality something would last long time . thats went . highly recommended !,POSITIVE,0.8042912483215332,5,POSITIVE
3783,"REN REN ""Ren""",5,"Got it on sale during blackfriday, awesome! great speeds, lots of storage works wonderful with Galaxy Note 3. Buy today!",12-09-2013,452,0,0,0,0,0.0,0.0,"got sale blackfriday , awesome ! great speeds , lots storage works wonderful galaxy note 3. buy today !",POSITIVE,0.939888060092926,5,POSITIVE
3316,Mr. Bottom Tooth,5,I bought this card specifically to run CyanogenMod 10 to my old nook Nook Color to breathe some life back into the device that I never use anymore. This card works great to run CM10 with the Nook thanks to its speed. A quick overclock of the processor via CM10 and the tablet is dare I say &#34;peppy&#34;. I highly recommend this card for any application where speed is crucial.,07-11-2013,396,0,0,0,0,0.0,0.0,bought card specifically run cyanogenmod 10 old nook nook color breathe life back device never use anymore . card works great run cm10 nook thanks speed . quick overclock processor via cm10 tablet dare say 34peppy34 . highly recommend card application speed crucial .,POSITIVE,0.8452364206314087,5,POSITIVE
3403,Neil in Houston,5,"I love that you can get these things so cheap from Amazon, vs. getting them at the major electronic stores for double the price.  It works perfectly, and streams/downloads/uploads very quickly!  I love the adapter that comes with it, too; so I can use it for transferring files from a computer/notebook faster than a 3.0 USB/Thumbdrive/dongle.  Great buy!",20-02-2014,291,0,0,0,0,0.0,0.0,"love get things cheap amazon , vs. getting major electronic stores double price . works perfectly , streamsdownloadsuploads quickly ! love adapter comes , use transferring files computernotebook faster 3.0 usbthumbdrivedongle . great buy !",POSITIVE,0.9501456618309021,5,POSITIVE
1965,Henry Fu,5,This is a big card for a great price.  I remember buying a 2GB CF card for around $200 a while ago!,18-05-2013,569,0,0,0,0,0.0,0.0,big card great price . remember buying 2gb cf card around 200 ago !,POSITIVE,0.8310546875,5,POSITIVE
4314,Stephen,5,This card allows the camera to work for hours and continued copies.It was one of the best purchases I have ever made. It was worth the money.,04-05-2014,218,0,0,0,0,0.0,0.0,card allows camera work hours continued copies.it one best purchases ever made . worth money .,POSITIVE,0.889733612537384,5,POSITIVE
3663,P. Martin,5,I have always trusted SanDisk.  This card works great in the Samsung Galaxy Tab 10.1 2.  I have been using it for about a month.,20-08-2013,475,0,0,0,0,0.0,0.0,always trusted sandisk . card works great samsung galaxy tab 10.1 2. using month .,POSITIVE,0.832165539264679,5,POSITIVE
3068,MaxGadgetGuy,5,Works great with excellent speeds formatted as FAT32 with a new Samsung Galaxy Note 2! This memory let's me load most larger game apps (with GL to SD) and media files off the main internal memory. Very fast!,18-02-2013,658,0,0,0,0,0.0,0.0,works great excellent speeds formatted fat32 new samsung galaxy note 2 ! memory lets load larger game apps gl sd media files main internal memory . fast !,POSITIVE,0.888279139995575,5,POSITIVE
1090,Curtis L. Winston,5,"delivery was on time, Works perfect with my Galaxy Note 2. great customer service. Thanks for the product.Able to store all my music and movies on my phone now.",15-05-2013,572,0,0,0,0,0.0,0.0,"delivery time , works perfect galaxy note 2. great customer service . thanks product.able store music movies phone .",POSITIVE,0.8680791258811951,5,POSITIVE
4824,William Shamblin,5,Fast! Reliable! Huge storage. Already own 2 for my mobile devices. Transfer speeds are awesome. No problems to date. Great buy.,25-11-2013,378,0,0,0,0,0.0,0.0,fast ! reliable ! huge storage . already 2 mobile devices . transfer speeds awesome . problems date . great buy .,POSITIVE,0.8117863535881042,5,POSITIVE
2508,Joy,5,The micro disk fit my Samsung phone perfectly by itself and I was able to use the adapter to fit it to my HP computer to transfer my tunes to my phone. Great product and price. I especially like the &#34;green&#34; packaging. So much easier to access the product and no wasteful plastic. Highly recommend it.,22-06-2013,534,0,0,0,0,0.0,0.0,micro disk fit samsung phone perfectly able use adapter fit hp computer transfer tunes phone . great product price . especially like 34green34 packaging . much easier access product wasteful plastic . highly recommend .,POSITIVE,0.8677639365196228,5,POSITIVE
4504,The Most Toys Wins,5,"Not much more to say, I've tried many and these are the very best (speed, price, reliability, compatibility.)  I highly recommend these cards.",07-01-2013,700,0,0,0,0,0.0,0.0,"much say , ive tried many best speed , price , reliability , compatibility . highly recommend cards .",POSITIVE,0.8756474256515503,5,POSITIVE
1760,gdfr15760,1,"These are genuine Sandisk memory cards, but from a defective batch.  I lost all of my photos and videos taken on my phone over the last two years because the card had a catastrophic failure.  SanDisk reps informed me the batch was bad and they were aware of the problem.",21-06-2013,535,1,0,1,1,1.0,0.206549314,"genuine sandisk memory cards , defective batch . lost photos videos taken phone last two years card catastrophic failure . sandisk reps informed batch bad aware problem .",NEGATIVE,0.8530740141868591,1,NEGATIVE
32,"Abdulrahman J. Alrashed ""dr34m3r""",1,"I bought 2 of those SanDisk 32 GB microSD , used them on my Galaxy Note and Galaxy S4First one , my phone started saying it was removed , then recognize it again :) then diedI thought it's just a luck , plugged in the 2nd one :) stayed for about 2 months and died suddenly ! and lost everythingnever buying from SanDisk again .. ever",08-03-2013,640,0,0,0,0,0.0,0.0,"bought 2 sandisk 32 gb microsd , used galaxy note galaxy s4first one , phone started saying removed , recognize diedi thought luck , plugged 2nd one stayed 2 months died suddenly ! lost everythingnever buying sandisk .. ever",NEGATIVE,0.8439750075340271,1,NEGATIVE
3603,Peter,1,"I will be brief and simple.Errors, errors, errors!What happened to SanDisk?  You need to check your QC unit!Awful product ever from a reputable memory company.Update: I got thisSamsung 32GB 32G Class 10 MicroSD C10 MicroSDHC Flash Memory Card Model MB-MSBGA/KRto replace the sandisk garbage. Replacement works as it should. Same on you SanDisk, you lost one of your long time customer.",11-04-2012,971,0,0,0,0,0.0,0.0,"brief simple.errors , errors , errors ! happened sandisk ? need check qc unit ! awful product ever reputable memory company.update got thissamsung 32gb 32g class 10 microsd c10 microsdhc flash memory card model mbmsbgakrto replace sandisk garbage . replacement works . sandisk , lost one long time customer .",NEGATIVE,0.9459094405174255,1,NEGATIVE
355,Amazon Fan,3,"I join the long list of customers who have had their SanDisk die on them.  Customer service from SanDisk has been helpful.  They pay for UPS shipping for the return and promise a 7-10 day turn around once the defective disk has been returned.  Still it's a pain to deal with and I lost some photographs.UPDATE: SanDisk sent me a replacement and it seems to be working.  If the replacement goes bad, I'll be back to complain:)SECOND UPDATE: All is well with the replacement so I'm giving it three stars.",02-04-2013,615,1,1,2,0,0.5,0.094531206,"join long list customers sandisk die . customer service sandisk helpful . pay ups shipping return promise 710 day turn around defective disk returned . still pain deal lost photographs.update sandisk sent replacement seems working . replacement goes bad , ill back complainsecond update well replacement im giving three stars .",NEGATIVE,0.9799951910972595,3,NEGATIVE
